request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_146,27322.22,not_affordable,not_recommended,none,,none,"Requested 449400 INR on 2025-08-03: 27322.22 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_147,434.68,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-04-15,none,"Requested 1129.70 EUR on 2026-04-05: 434.68 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2026-04-15."
request_148,0,not_affordable,not_recommended,none,,none,"Requested 22242 ZAR on 2024-06-07: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_149,0,not_affordable,not_recommended,none,,none,"Requested 36652 ZAR on 2025-11-04: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_150,0,not_affordable,not_recommended,none,,none,"Requested 496.10 EUR on 2026-01-06: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"Requested 26999000 IDR on 2024-09-03: 26999000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-09-03."
request_152,0,not_affordable,not_recommended,none,,none,"Requested 13882 ZAR on 2025-02-05: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_153,0,not_affordable,not_recommended,none,,none,"Requested 2830.80 USD on 2026-07-07: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_154,1625.80,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Requested 1625.80 EUR on 2024-12-04: 1625.80 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-12-04."
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,"Requested 112500 INR on 2025-05-06: 112500 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2025-05-06."
request_156,0,not_affordable,not_recommended,none,,none,"Requested 43076 ZAR on 2026-04-03: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_157,6375837.89,affordable_later,wait,2024-05-15:23503000,2024-05-15,none,"Requested 23503000 IDR on 2024-03-05: 6375837.89 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_later, method wait). Full payment earliest safe: 2024-05-15."
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Requested 242600 INR on 2025-08-07: 242600 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2025-08-07."
request_159,4737.02,not_affordable,not_recommended,none,,none,"Requested 13398 ZAR on 2026-01-04: 4737.02 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_160,291.25,not_affordable,not_recommended,none,,none,"Requested 1246.30 EUR on 2024-06-06: 291.25 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_161,0,not_affordable,not_recommended,none,,none,"Requested 21204000 IDR on 2025-11-03: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_162,2454272.43,not_affordable,not_recommended,none,,none,"Requested 83923000 IDR on 2026-07-05: 2454272.43 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_163,0,not_affordable,not_recommended,none,,none,"Requested 19304000 IDR on 2024-09-07: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Requested 27018000 IDR on 2025-02-04: 27018000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2025-02-04."
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"Requested 80600 INR on 2026-04-06: 80600 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-04-06."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Requested 2907.60 USD on 2024-12-03: 2907.60 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-12-03."
request_167,0,not_affordable,not_recommended,none,,none,"Requested 43802 ZAR on 2025-05-05: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_168,0,not_affordable,not_recommended,none,,none,"Requested 49380 INR on 2026-01-07: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_169,0,not_affordable,not_recommended,none,,none,"Requested 41976 ZAR on 2024-03-04: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_170,0,not_affordable,not_recommended,none,,none,"Requested 36936000 IDR on 2025-08-06: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_171,0,not_affordable,not_recommended,none,,none,"Requested 1878.80 EUR on 2026-07-03: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_172,0,not_affordable,not_recommended,none,,none,"Requested 10200 ZAR on 2024-06-05: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_173,0,not_affordable,not_recommended,none,,none,"Requested 113000 INR on 2025-11-07: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Requested 1146.20 EUR on 2026-04-04: 1146.20 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2026-04-04."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Requested 2346.30 EUR on 2024-09-06: 2346.30 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-09-06."
request_176,0,not_affordable,not_recommended,none,,none,"Requested 1239.70 EUR on 2025-02-03: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_177,0,not_affordable,not_recommended,none,,none,"Requested 1017.60 USD on 2026-01-05: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Requested 2938.10 EUR on 2024-12-07: 2938.10 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-12-07."
request_179,0,not_affordable,not_recommended,none,,none,"Requested 41648000 IDR on 2025-05-04: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_180,30730.14,not_affordable,not_recommended,none,,none,"Requested 66500 INR on 2026-07-06: 30730.14 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_181,0,not_affordable,not_recommended,none,,none,"Requested 5059.20 USD on 2024-03-03: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_182,26793.99,not_affordable,not_recommended,none,,none,"Requested 65714 ZAR on 2025-08-05: 26793.99 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_183,0,not_affordable,not_recommended,none,,none,"Requested 26866000 IDR on 2026-04-07: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_184,0,not_affordable,not_recommended,none,,none,"Requested 251900 INR on 2024-06-04: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_185,0,not_affordable,not_recommended,none,,none,"Requested 1257.30 EUR on 2025-11-06: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_186,0,not_affordable,not_recommended,none,,none,"Requested 26554 ZAR on 2026-01-03: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_187,50916.66,not_affordable,not_recommended,none,,none,"Requested 187500 INR on 2024-09-05: 50916.66 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_188,0,not_affordable,not_recommended,none,,none,"Requested 2464 EUR on 2025-02-07: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"Requested 488.40 EUR on 2026-07-04: 488.40 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-07-04."
request_190,0,not_affordable,not_recommended,none,,none,"Requested 2557.50 EUR on 2024-12-06: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_191,183.24,not_affordable,not_recommended,none,,none,"Requested 664.40 EUR on 2025-05-03: 183.24 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_192,0,not_affordable,not_recommended,none,,none,"Requested 2046 USD on 2026-04-05: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_193,66.15,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,reduce_to:event_17835:34.50,"Requested 1212.20 EUR on 2024-03-07: 66.15 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-05-15. Requires spending changes: reduce_to:event_17835:34.50."
request_194,0,not_affordable,not_recommended,none,,none,"Requested 132800 INR on 2025-08-04: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_195,64.35,not_affordable,not_recommended,none,,none,"Requested 1170.40 EUR on 2026-01-06: 64.35 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"Requested 762.30 EUR on 2024-06-03: 762.30 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-06-03."
request_197,0,not_affordable,not_recommended,none,,none,"Requested 50939000 IDR on 2025-11-05: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_198,47708.10,not_affordable,not_recommended,none,,none,"Requested 185800 INR on 2026-07-07: 47708.10 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Requested 23674000 IDR on 2024-09-04: 23674000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-09-04."
request_200,1637173.50,not_affordable,not_recommended,none,,none,"Requested 21717000 IDR on 2025-02-06: 1637173.50 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Requested 23997000 IDR on 2026-04-03: 23997000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-04-03."
request_202,0,not_affordable,not_recommended,none,,none,"Requested 123900 INR on 2024-12-05: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_203,866.82,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,,stop:event_18660|stop:event_18662|reduce_to:event_18663:35,"Requested 1442.10 EUR on 2025-05-07: 866.82 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: not in forecast. Requires spending changes: stop:event_18660|stop:event_18662|reduce_to:event_18663:35."
request_204,0,not_affordable,not_recommended,none,,none,"Requested 588.74 EUR on 2026-01-04: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_205,0,not_affordable,not_recommended,none,,none,"Requested 10621000 IDR on 2024-03-06: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Requested 1404.70 EUR on 2025-08-03: 1404.70 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2025-08-03."
request_207,4592.10,not_affordable,not_recommended,none,,none,"Requested 11830 ZAR on 2026-07-05: 4592.10 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_208,0,not_affordable,not_recommended,none,,none,"Requested 4413000 IDR on 2024-06-07: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_209,2456.19,not_affordable,not_recommended,none,,none,"Requested 56914 ZAR on 2025-11-04: 2456.19 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_210,0,not_affordable,not_recommended,none,,none,"Requested 1360.02 USD on 2026-04-06: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_211,0,not_affordable,not_recommended,none,,none,"Requested 1788.60 EUR on 2024-09-03: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_212,0,not_affordable,not_recommended,none,,none,"Requested 71934000 IDR on 2025-02-05: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Requested 3362.40 USD on 2026-01-07: 3362.40 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2026-01-07."
request_214,0,not_affordable,not_recommended,none,,none,"Requested 69750 INR on 2024-12-04: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Requested 29986 ZAR on 2025-05-06: 29986 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2025-05-06."
request_216,483.79,affordable_later,wait,2026-08-15:3332.40,2026-08-15,none,"Requested 3332.40 USD on 2026-07-03: 483.79 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_later, method wait). Full payment earliest safe: 2026-08-15."
request_217,0,not_affordable,not_recommended,none,,none,"Requested 37180 ZAR on 2024-03-05: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_218,27641181.80,not_affordable,not_recommended,none,,none,"Requested 61142000 IDR on 2025-08-07: 27641181.80 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_219,743.61,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-15,none,"Requested 1673.10 EUR on 2026-04-04: 743.61 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2026-04-15."
request_220,41.27,not_affordable,not_recommended,none,,none,"Requested 3118.50 EUR on 2024-06-06: 41.27 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_221,0,not_affordable,not_recommended,none,,none,"Requested 109800 INR on 2025-11-03: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Requested 34078 ZAR on 2026-01-05: 34078 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-01-05."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"Requested 898.70 EUR on 2024-09-07: 898.70 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-09-07."
request_224,0,not_affordable,not_recommended,none,,none,"Requested 10327000 IDR on 2025-02-04: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_225,0,not_affordable,not_recommended,none,,none,"Requested 22059000 IDR on 2026-07-06: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_226,40818.89,not_affordable,not_recommended,none,,none,"Requested 157000 INR on 2024-12-03: 40818.89 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_227,0,not_affordable,not_recommended,none,,none,"Requested 259700 INR on 2025-05-05: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_228,0,not_affordable,not_recommended,none,,none,"Requested 63327000 IDR on 2026-04-07: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_229,0,not_affordable,not_recommended,none,,none,"Requested 1526.80 EUR on 2024-03-04: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Requested 3537.60 EUR on 2025-08-06: 3537.60 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2025-08-06."
request_231,0,not_affordable,not_recommended,none,,none,"Requested 35706 ZAR on 2026-01-03: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_232,0,not_affordable,not_recommended,none,,none,"Requested 1970.10 EUR on 2024-06-05: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_233,0,not_affordable,not_recommended,none,,none,"Requested 6241000 IDR on 2025-11-07: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_234,0,not_affordable,not_recommended,none,,none,"Requested 1213.30 EUR on 2026-07-04: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_235,0,not_affordable,not_recommended,none,,none,"Requested 967.20 USD on 2024-09-06: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_236,0,not_affordable,not_recommended,none,,none,"Requested 52383000 IDR on 2025-02-03: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Requested 23826000 IDR on 2026-04-05: 23826000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-04-05."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Requested 663.60 USD on 2024-12-07: 663.60 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-12-07."
request_239,130.21,not_affordable,not_recommended,none,,none,"Requested 642 USD on 2025-05-04: 130.21 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_240,0,not_affordable,not_recommended,none,,none,"Requested 101200 INR on 2026-01-06: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Requested 21052000 IDR on 2024-03-03: 21052000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2024-03-03."
request_242,0,not_affordable,not_recommended,none,,none,"Requested 1966.80 EUR on 2025-08-05: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Requested 17468 ZAR on 2026-07-07: 17468 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-07-07."
request_244,3719.57,not_affordable,not_recommended,none,,none,"Requested 49918 ZAR on 2024-06-04: 3719.57 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_245,0,not_affordable,not_recommended,none,,none,"Requested 128500 INR on 2025-11-06: 0 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Requested 64086 ZAR on 2026-04-03: 64086 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_with_plan, method installments). Full payment earliest safe: 2026-04-03."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Requested 1059.30 EUR on 2024-09-05: 1059.30 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-09-05."
request_248,141.37,not_affordable,not_recommended,none,,none,"Requested 1965.60 USD on 2025-02-07: 141.37 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_249,0,not_affordable,not_recommended,none,,none,"Requested 643.20 USD on 2026-01-04: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_250,19019.89,not_affordable,not_recommended,none,,none,"Requested 124278 ZAR on 2024-12-06: 19019.89 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_251,442.17,not_affordable,not_recommended,none,,none,"Requested 1513.60 EUR on 2025-05-03: 442.17 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_252,0,not_affordable,not_recommended,none,,none,"Requested 28082000 IDR on 2026-07-05: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_253,0,not_affordable,not_recommended,none,,none,"Requested 2840.20 EUR on 2024-03-07: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_254,0,not_affordable,not_recommended,none,,none,"Requested 3535.20 USD on 2025-08-04: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Requested 3345000 IDR on 2026-04-06: 3345000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2026-04-06."
request_256,35124.55,not_affordable,not_recommended,none,,none,"Requested 218700 INR on 2024-06-03: 35124.55 INR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_257,0,not_affordable,not_recommended,none,,none,"Requested 1352.40 USD on 2025-11-05: 0 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_258,923.03,not_affordable,not_recommended,none,,none,"Requested 1113.60 USD on 2026-01-07: 923.03 USD safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_259,0,not_affordable,not_recommended,none,,none,"Requested 935 EUR on 2024-09-04: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_260,0,not_affordable,not_recommended,none,,none,"Requested 52079000 IDR on 2025-02-06: 0 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_261,0,not_affordable,not_recommended,none,,none,"Requested 1830.40 EUR on 2026-07-03: 0 EUR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Requested 9236000 IDR on 2024-12-05: 9236000 IDR safe to pay today while keeping the minimum balance across the 90-day forecast (status affordable_now, method full_payment). Full payment earliest safe: 2024-12-05."
request_263,0,not_affordable,not_recommended,none,,none,"Requested 51546 ZAR on 2025-05-07: 0 ZAR safe to pay today while keeping the minimum balance across the 90-day forecast (status not_affordable, method not_recommended). Full payment earliest safe: not in forecast."
